SampleID,ReadsID,Base,MeanQualityScore,,Mean,Count,StdDev,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,195-199,33.31616512,,,,,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,200-204,32.95333149,,,,,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,205-209,33.01549188,,,,,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,210-214,33.25274543,,,,,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,215-219,32.64694671,,,,,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,220-224,33.31368565,,,,,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,225-229,32.67951292,,,,,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,230-234,32.97692268,,,,,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,235-239,32.21237064,,,,,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,240-244,31.82369366,,,,,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,245-249,32.67852933,,,,,,,,,,,,,,,,,,,,,,
1n4,SLF_1n4_R2,250,33.00017079,,33.9574549,62,0.816155547,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,100-104,35.02108351,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,105-109,35.04240587,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,110-114,34.82390568,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,115-119,34.59972887,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,120-124,34.66187592,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,125-129,34.62001004,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,130-134,34.60030648,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,135-139,34.46718508,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,140-144,34.29423299,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,145-149,34.12418381,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,150-154,34.23540354,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,155-159,34.01218197,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,160-164,33.97075134,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,165-169,33.6906348,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,170-174,34.02855668,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,175-179,34.044193,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,180-184,33.7760832,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,185-189,33.59925085,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,190-194,33.70783875,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,195-199,33.25690567,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,200-204,33.17184555,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,205-209,33.54949414,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,210-214,33.07116281,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,215-219,33.01766088,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,220-224,33.12015163,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,225-229,32.80488823,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,230-234,32.7396044,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,235-239,32.75529152,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,240-244,32.51459807,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,245-249,32.73337936,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R1,250,32.79059294,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,100-104,34.6989611,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,105-109,34.60418902,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,110-114,34.54757555,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,115-119,34.33072825,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,120-124,34.41762311,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,125-129,34.38257828,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,130-134,34.18812504,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,135-139,34.18776337,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,140-144,34.16664453,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,145-149,33.90094665,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,150-154,34.14852089,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,155-159,34.01584252,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,160-164,33.53610228,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,165-169,33.80756109,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,170-174,33.43925932,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,175-179,33.73169941,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,180-184,33.50094697,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,185-189,33.59153475,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,190-194,33.46725958,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,195-199,33.22565767,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,200-204,33.29961984,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,205-209,33.05119238,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,210-214,33.05736887,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,215-219,32.973064,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,220-224,33.02256475,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,225-229,32.74884903,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,230-234,32.69232104,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,235-239,32.12247531,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,240-244,32.40897668,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,245-249,32.79064402,,,,,,,,,,,,,,,,,,,,,,
1n5,SLF_1n5_R2,250,32.90857999,,33.67436392,62,0.728313196,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,100-104,35.20826815,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,105-109,35.14595813,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,110-114,34.97622327,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,115-119,34.8775724,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,120-124,34.87164907,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,125-129,34.76055159,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,130-134,34.7417208,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,135-139,34.6000518,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,140-144,34.54512539,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,145-149,34.44693872,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,150-154,34.47153119,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,155-159,34.31961948,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,160-164,34.11847934,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,165-169,34.0619608,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,170-174,34.25699313,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,175-179,34.22465029,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,180-184,33.96199274,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,185-189,34.06150769,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,190-194,33.91394327,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,195-199,33.69925072,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,200-204,33.48335322,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,205-209,33.60399362,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,210-214,33.30886091,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,215-219,33.04856002,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,220-224,33.30332468,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,225-229,33.03124939,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,230-234,32.71643963,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,235-239,32.7972742,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,240-244,32.50582956,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,245-249,32.67293132,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R1,250,32.69025291,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,100-104,35.02103195,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,105-109,34.88860742,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,110-114,34.84561934,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,115-119,34.61673247,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,120-124,34.77106321,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,125-129,34.50266854,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,130-134,34.44093483,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,135-139,34.35344773,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,140-144,34.29113292,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,145-149,34.24926729,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,150-154,34.41719961,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,155-159,34.21172425,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,160-164,33.98704446,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,165-169,33.91530985,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,170-174,33.77661617,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,175-179,33.91147602,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,180-184,33.65283804,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,185-189,33.62716346,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,190-194,33.638522,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,195-199,33.42597301,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,200-204,33.45278047,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,205-209,33.11852721,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,210-214,33.30874502,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,215-219,32.84066938,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,220-224,33.04484559,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,225-229,32.93737198,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,230-234,32.54237551,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,235-239,31.96058626,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,240-244,32.37539304,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,245-249,32.65328233,,,,,,,,,,,,,,,,,,,,,,
1n6,SLF_1n6_R2,250,33.048707,,33.84280184,62,0.811106132,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,100-104,35.22462957,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,105-109,35.19534543,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,110-114,35.04458015,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,115-119,34.98817358,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,120-124,34.94799014,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,125-129,34.89685184,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,130-134,34.87875658,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,135-139,34.81968389,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,140-144,34.80988667,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,145-149,34.71077255,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,150-154,34.71169822,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,155-159,34.59200799,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,160-164,34.51008644,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,165-169,34.44792071,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,170-174,34.57181262,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,175-179,34.55925311,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,180-184,34.18419495,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,185-189,34.31714193,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,190-194,34.22040019,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,195-199,34.06671895,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,200-204,33.85123384,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,205-209,34.09451966,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,210-214,33.84879126,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,215-219,33.56180334,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,220-224,33.6103508,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,225-229,33.466493,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,230-234,33.14019635,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,235-239,33.18815005,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,240-244,32.82676068,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,245-249,33.03503234,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R1,250,33.20143577,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,100-104,34.93394264,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,105-109,34.74363659,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,110-114,34.66406631,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,115-119,34.56060445,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,120-124,34.78549081,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,125-129,34.53591463,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,130-134,34.44750779,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,135-139,34.48327773,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,140-144,34.46868899,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,145-149,34.52196036,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,150-154,34.59649757,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,155-159,34.41521495,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,160-164,34.33238734,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,165-169,34.35388251,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,170-174,34.0801321,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,175-179,34.30274738,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,180-184,33.9982041,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,185-189,33.97689161,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,190-194,34.04371305,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,195-199,33.8132577,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,200-204,33.77216454,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,205-209,33.57241217,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,210-214,33.75486945,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,215-219,33.2661808,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,220-224,33.52995287,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,225-229,33.3256203,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,230-234,33.00611421,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,235-239,32.50033846,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,240-244,32.53032515,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,245-249,32.98000726,,,,,,,,,,,,,,,,,,,,,,
1n7,SLF_1n7_R2,250,33.55274473,,34.11889389,62,0.685390867,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,100-104,35.44480319,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,105-109,35.45122617,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,110-114,35.51841413,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,115-119,35.36707228,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,120-124,35.43182225,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,125-129,35.46186598,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,130-134,35.4191328,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,135-139,35.47905633,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,140-144,35.32445462,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,145-149,35.30537379,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,150-154,35.13550798,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,155-159,35.10437516,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,160-164,35.20427537,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,165-169,34.94585315,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,170-174,35.17560182,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,175-179,35.20851953,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,180-184,34.77975781,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,185-189,34.6554183,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,190-194,34.78184037,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,195-199,34.78388039,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,200-204,34.67300046,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,205-209,34.66189398,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,210-214,34.09244848,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,215-219,33.84538834,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,220-224,33.69195526,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,225-229,33.68577857,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,230-234,33.44027983,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,235-239,33.40705621,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,240-244,32.95287456,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,245-249,33.30333723,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R1,250,33.27686015,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,100-104,35.40810812,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,105-109,35.32872082,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,110-114,35.33980654,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,115-119,35.04126493,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,120-124,35.34345638,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,125-129,35.29625481,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,130-134,35.20046962,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,135-139,35.15896294,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,140-144,35.13448395,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,145-149,35.11852893,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,150-154,35.05882196,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,155-159,35.13628367,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,160-164,35.13184679,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,165-169,35.13279593,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,170-174,34.64626258,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,175-179,34.57933845,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,180-184,34.53542015,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,185-189,34.61090249,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,190-194,34.84412913,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,195-199,34.36907512,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,200-204,34.36476274,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,205-209,33.96784462,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,210-214,33.74288949,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,215-219,33.27335193,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,220-224,33.39329602,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,225-229,33.10859136,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,230-234,32.98999928,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,235-239,32.52694422,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,240-244,32.4561553,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,245-249,32.85880447,,,,,,,,,,,,,,,,,,,,,,
1n8,SLF_1n8_R2,250,33.13668455,,34.53618358,62,0.89096172,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,100-104,35.51392835,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,105-109,35.55299572,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,110-114,35.5971387,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,115-119,35.45052552,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,120-124,35.59177711,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,125-129,35.50590618,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,130-134,35.50957931,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,135-139,35.58107918,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,140-144,35.39261652,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,145-149,35.26773997,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,150-154,35.26999168,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,155-159,35.17119871,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,160-164,35.24505579,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,165-169,34.98361387,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,170-174,35.12953859,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,175-179,35.12471905,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,180-184,34.82761574,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,185-189,34.75232742,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,190-194,34.72357792,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,195-199,34.79601546,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,200-204,34.78368319,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,205-209,34.44567347,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,210-214,33.71173124,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,215-219,33.43329154,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,220-224,33.38168934,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,225-229,33.27772092,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,230-234,32.99193122,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,235-239,32.94418287,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,240-244,32.5504301,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,245-249,32.86335213,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R1,250,32.75782313,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,100-104,35.6019473,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,105-109,35.55258813,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,110-114,35.4960448,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,115-119,35.0908851,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,120-124,35.48703698,,,,,,,,,,,,,,,,,,,,,,
